Date,Ticker,Trade Type,Shares Bought,Shares Sold,Price,RSI Value,Volume,Profit
2018-01-11,WEC,0,356.0,0,63.709999084472656,28.431265233375143,1429300,0
2018-01-17,MRK,9,0,390.0,59.389312744140625,81.52763405243095,22940615,2580.772304534912
2018-01-17,SO,0,517.0,0,44.920000076293945,24.106110463726935,10598400,0
2018-01-23,CVS,9,0,274.0,80.19999694824219,68.01608611273969,5780600,1598.788703918457
2018-01-23,D,0,304.0,0,75.4749984741211,33.77371994107588,5204200,0
2018-01-29,WBA,9,0,303.0,79.8849983215332,73.71840059413252,6249800,3695.0849075317383
2018-01-29,NWL,0,919.0,0,25.289999961853027,23.259958125456365,13188100,0
2018-02-06,PG,0,0,237.0,81.28499984741211,26.670999141188332,19955500,-1309.4253616333008
2018-02-06,AAPL,0,562.0,0,39.71500015258789,37.79740512562828,272975200,0
2018-02-12,GE,9,0,158.0,115.07692337036133,33.15405448163544,9825712,-3658.3083877563477
2018-02-12,GL,0,261.0,0,83.31499862670898,32.469562213008615,974400,0
2018-03-08,ADSK,9,0,201.0,135.81500244140625,78.20057099404053,5255200,5377.755214691162
2018-03-08,WMT,0,270.0,0,87.7349967956543,30.241957968878822,9588700,0
2018-03-19,DUK,9,0,284.0,77.29000091552734,51.60097792178399,5503500,-1194.2194366455078
2018-03-19,CVS,0,363.0,0,64.59499931335449,26.133644935205737,8883200,0
2018-03-26,PM,9,0,204.0,96.54500198364258,30.388380048533975,5239200,-1400.4595642089844
2018-03-26,MSFT,0,241.0,0,92.20000076293945,52.94725320350331,56396800,0
2018-04-02,D,0,0,304.0,67.36999893188477,31.006051587728564,6679600,-2463.9198608398438
2018-04-02,GIS,0,460.0,0,44.47999954223633,25.1394166625132,9616600,0
2018-05-10,AAPL,9,0,562.0,47.252498626708984,72.31223629197805,111957200,4236.074142456055
2018-05-10,T,0,734.0,0,31.764999389648438,30.70077481518122,29909400,0
2018-05-21,WEC,9,0,356.0,60.295000076293945,33.0988857631167,1582600,-1215.739646911621
2018-05-21,DUK,0,310.0,0,73.70499801635742,26.04714394759816,3301700,0
2018-05-24,WMT,9,0,270.0,82.38999938964844,39.819713706506555,8576200,-1443.149299621582
2018-05-24,STZ,0,107.0,0,215.93499755859375,36.908514436585726,1244500,0
2018-06-04,NWL,0,0,919.0,23.015000343322754,26.496146253278482,9311000,-2090.7246494293213
2018-06-04,BLL,0,620.0,0,36.814998626708984,30.621869245244767,2399100,0
2018-06-06,MSFT,9,0,241.0,102.25,71.96094341602057,21122900,2422.049816131592
2018-06-06,VRTX,0,159.0,0,145.51000213623047,31.79358144354869,3087500,0
2018-06-26,SO,9,0,517.0,46.15500068664551,63.86168855201778,5917300,638.4953155517578
2018-06-26,GD,0,126.0,0,188.91000366210938,29.63998236917371,1435100,0
2018-07-06,DUK,9,0,310.0,81.09499740600586,74.73591118381786,2963000,2290.8998107910156
2018-07-06,SBUX,0,485.0,0,48.885000228881836,27.103087269181927,10712000,0
2018-07-13,VRTX,9,0,159.0,179.75,73.30963245923424,1457300,5444.1596603393555
2018-07-13,AVGO,0,119.0,0,207.9499969482422,20.062754769993333,16167800,0
2018-08-03,BLL,9,0,620.0,41.0,79.83019738120208,3648600,2594.7008514404297
2018-08-03,BLK,0,51.0,0,480.2250061035156,34.70053255942747,824100,0
2018-08-07,GL,9,0,261.0,87.54000091552734,61.57216220236485,246900,1102.7255973815918
2018-08-07,WU,0,1278.0,0,19.210000038146973,32.42289305700393,7536200,0
2018-08-17,CVS,9,0,363.0,73.50499725341797,72.93773557250631,7145900,3234.329252243042
2018-08-17,NFLX,0,79.0,0,318.6649932861328,26.8282694988779,10407900,0
2018-08-20,STZ,9,0,107.0,201.44499969482422,36.99003473366489,2556900,-1550.4297714233398
2018-08-20,INTC,0,526.0,0,46.654998779296875,29.112269476522542,24334000,0
2018-09-10,SBUX,9,0,485.0,54.84000015258789,70.9442639814082,8621000,2888.1749629974365
2018-09-10,FB,0,156.0,0,163.58499908447266,31.572303651237505,20197700,0
2018-09-11,AVGO,9,0,119.0,235.04999542236328,61.45553858389179,6075500,3224.89981842041
2018-09-11,AMAT,0,663.0,0,38.98499870300293,20.340508476159016,14716700,0
2018-09-19,GD,9,0,126.0,204.90499877929688,70.48634154349394,1363900,2015.369384765625
2018-09-19,WFC,0,468.0,0,54.864999771118164,34.28884185975981,17046200,0
2018-09-25,GIS,9,0,460.0,43.94499969482422,35.96708738807513,3735500,-246.0999298095703
2018-09-25,WMB,0,924.0,0,27.385000228881836,25.49842568144227,13543300,0
2018-10-11,BLK,0,0,51.0,421.61500549316406,18.821458878010517,1737100,-2989.1100311279297
2018-10-11,MSFT,0,228.0,0,106.56499862670898,32.413775831606074,63904300,0
2018-10-12,WU,9,0,1278.0,17.809999465942383,36.838975701297954,5121200,-1789.2007312774658
2018-10-12,AMZN,0,13.0,0,1775.739990234375,36.55145790840092,9444600,0
2018-10-25,INTC,9,0,526.0,44.10999870300293,44.478300825830715,48255300,-1338.6700401306152
2018-10-25,GOOGL,0,21.0,0,1096.6849975585938,42.841244900916536,3647800,0
2018-10-29,T,0,0,734.0,29.80500030517578,29.950335633316868,49270000,-1438.6393280029297
2018-10-29,JPM,0,195.0,0,105.16499710083008,36.53188177566435,18445200,0
2018-10-30,NFLX,9,0,79.0,280.864990234375,32.84031109375999,23685700,-2986.200241088867
2018-10-30,GD,0,132.0,0,169.52999877929688,25.585880290376622,2405800,0
2018-11-14,FB,9,0,156.0,143.56500244140625,40.18976614589679,22068400,-3123.1194763183594
2018-11-14,QCOM,0,423.0,0,54.279998779296875,18.521493202711554,14071900,0
2018-11-15,AMAT,9,0,663.0,34.3700008392334,51.873347890461844,15175700,-3059.743583679199
2018-11-15,AAPL,0,483.0,0,47.35874938964844,35.4683563377063,185915200,0
2018-11-26,WFC,9,0,468.0,52.755001068115234,50.01935863804005,20581700,-987.4793930053711
2018-11-26,FB,0,168.0,0,134.88999938964844,39.21189249438752,24263600,0
2018-11-30,WMB,9,0,924.0,25.44499969482422,49.10226792084084,10366000,-1792.5604934692383
2018-11-30,SLB,0,521.0,0,45.114999771118164,22.994499500984034,16183600,0
2018-12-20,AMZN,9,0,13.0,1471.094970703125,35.70600413991468,9991800,-3960.38525390625
2018-12-20,GL,0,291.0,0,73.88000106811523,21.22915842317181,716600,0
2018-12-24,MSFT,0,0,228.0,95.97500228881836,29.415650563309356,43935200,-2414.5191650390625
2018-12-24,AMZN,0,15.0,0,1351.5150146484375,29.222787450427404,7220000,0
2019-01-09,GD,9,0,132.0,160.33499908447266,46.605768887416204,1483800,-1213.7399597167969
2019-01-09,CAG,0,1034.0,0,21.354999542236328,22.057806682434105,10174700,0
2019-01-25,QCOM,9,0,423.0,51.154998779296875,31.20215951058543,19516200,-1321.875
2019-01-25,MO,0,506.0,0,44.099998474121094,30.711326872781,14265700,0
2019-01-28,AAPL,9,0,483.0,38.74875068664551,48.08194752384423,104768400,-4158.629373550415
2019-02-01,FB,9,0,168.0,167.3800048828125,70.46428621584066,30806500,5458.3209228515625
2019-02-01,MKC,0,388.0,0,61.60000038146973,28.08442751813169,2822400,0
2019-02-12,L,0,459.0,0,45.51499938964844,42.667935468008984,2426800,0
2019-03-07,MO,9,0,506.0,54.375,75.42212767277645,20093400,5199.150772094727
2019-03-07,UNH,0,103.0,0,238.36499786376953,32.01629876543268,5033500,0
2019-03-11,SLB,9,0,521.0,41.8799991607666,40.77830523031199,9494500,-1685.435317993164
2019-03-11,CVS,0,444.0,0,53.10000038146973,26.370038934377334,14770200,0
2019-03-13,GOOGL,9,0,21.0,1202.5150146484375,70.56811141512236,1294400,2222.4303588867188
2019-03-13,BA,0,66.0,0,372.54998779296875,32.44398653394377,32662300,0
2019-03-21,AMZN,9,0,15.0,1805.5150146484375,73.76599265098727,5767800,6810.0
2019-03-21,CME,0,153.0,0,164.27999877929688,26.480180576544186,1839500,0
2019-03-22,CAG,9,0,1034.0,26.380000114440918,77.73542083464149,16791900,5195.850591659546
2019-03-22,BIIB,0,114.0,0,221.64500427246094,16.56101402745017,8490900,0
2019-03-22,MKC,9,0,388.0,71.53750228881836,66.5059202131416,2691200,3855.7507400512695
2019-03-22,VIAC,0,502.0,0,45.57500076293945,24.50502241721216,2970100,0
2019-03-26,JPM,9,0,195.0,99.61000061035156,36.15211936316342,15987100,-1083.2243156433105
2019-03-26,DIS,0,223.0,0,109.30499649047852,42.894007269391196,16693100,0
2019-04-15,DIS,9,0,223.0,131.2449951171875,86.03063699354534,32773700,4892.6196937561035
2019-04-15,MDT,0,305.0,0,86.97999954223633,32.929278333486465,5815900,0
2019-04-17,VIAC,9,0,502.0,52.59000015258789,71.5723867638516,2403900,3521.5296936035156
2019-04-17,MRK,0,365.0,0,72.21851348876953,17.017968749430167,34181463,0
2019-04-30,L,9,0,459.0,50.89000129699707,74.81282117263007,1976000,2467.1258754730225
2019-04-30,INTC,0,515.0,0,51.14999961853027,30.48436971367758,27130900,0
2019-05-21,BA,9,0,66.0,357.8249969482422,45.85958622313039,4022600,-971.8493957519531
2019-05-21,A,0,376.0,0,69.34500122070312,30.6977204048963,3928200,0
2019-05-22,CME,9,0,153.0,186.08499908447266,67.98655514557093,773700,3336.1650466918945
2019-05-22,NVDA,0,699.0,0,38.28874969482422,29.262998175900066,32586800,0
2019-05-28,MDT,9,0,305.0,92.375,60.865416024827766,8852200,1645.47513961792
2019-05-28,XOM,0,364.0,0,73.36999893188477,23.837880031215462,14912900,0
2019-06-13,MRK,9,0,365.0,79.53721237182617,63.769705112480985,10194001,2671.325092315674
2019-06-13,PVH,0,304.0,0,88.9000015258789,32.30025961726062,741400,0
2019-07-17,UNH,9,0,103.0,266.0950012207031,71.9621995302022,3995200,2856.19034576416
2019-07-17,JNJ,0,212.0,0,132.49500274658203,30.579419297051572,8862100,0
2019-07-24,INTC,9,0,515.0,52.385000228881836,75.5960441806355,20896400,636.0253143310547
2019-07-24,NFLX,0,89.0,0,313.6199951171875,30.90172950675347,11961800,0
2019-07-24,NVDA,9,0,699.0,44.15374946594238,72.7448090516169,36623600,4099.634840011597
2019-07-24,EXC,0,556.0,0,45.704999923706055,26.33015898808668,10354600,0
2019-08-06,GL,9,0,291.0,85.5,36.072314809668,535300,3381.419689178467
2019-08-06,AMZN,0,15.0,0,1773.5850219726562,29.377477134631874,5070300,0
2019-08-15,XOM,0,0,364.0,67.04499816894531,27.834066668405356,12874400,-2302.300277709961
2019-08-15,PFE,0,821.0,0,32.51897621154785,17.556480996126496,30713665,0
2019-08-20,PVH,9,0,304.0,71.3949966430664,31.921449814936807,871800,-5321.521484375
2019-08-20,PRU,0,333.0,0,81.18999862670898,25.139579235155196,2003800,0
2019-08-23,CVS,9,0,444.0,61.07499885559082,58.74196846592761,9353100,3540.8993225097656
2019-08-23,UNH,0,118.0,0,232.24000549316406,30.970815957181827,4826600,0
2019-09-12,A,9,0,376.0,77.39999771118164,71.980835375034,4009800,3028.678680419922
2019-09-12,BLL,0,384.0,0,73.5,39.649776694523695,3284700,0
2019-09-12,EXC,9,0,556.0,48.47999954223633,59.2816260071215,7599700,1542.899787902832
2019-09-12,RSG,0,294.0,0,85.91500091552734,38.09783249811215,1260600,0
2019-09-30,BIIB,9,0,114.0,232.33499908447266,50.41194598056789,1182400,1218.659408569336
2019-09-30,ANTM,0,115.0,0,239.1999969482422,33.474032658969705,1424200,0
2019-09-30,NFLX,9,0,89.0,265.8300018310547,37.19783432309204,6727200,-4253.30940246582
2019-09-30,MO,0,611.0,0,40.64500045776367,35.88478291858547,9891900,0
2019-10-23,UNH,9,0,118.0,249.23999786376953,68.23112608759439,3706600,2005.9990997314453
2019-10-23,SBUX,0,346.0,0,83.27000045776367,27.712731712580194,7136200,0
2019-10-23,MO,9,0,611.0,46.43499946594238,74.19471062069377,9323100,3537.6893939971924
2019-10-23,BA,0,76.0,0,343.6499938964844,33.744363374798155,10960800,0
2019-10-30,PFE,9,0,821.0,36.58444023132324,71.93085617180597,22019430,3337.7459602355957
2019-10-30,MCD,0,151.0,0,194.33999633789062,36.796921945451,6332600,0
2019-10-31,ANTM,9,0,115.0,270.9300079345703,64.27578691718881,1877400,3648.9512634277344
2019-10-31,BAX,0,385.0,0,76.72999954223633,27.62823199529268,4535700,0
2019-11-18,BLL,9,0,384.0,66.51000213623047,46.374880395038836,3636700,-2684.1591796875
2019-11-18,BKNG,0,16.0,0,1839.9249877929688,30.013013440241465,362000,0
2019-12-09,JNJ,9,0,212.0,140.43499755859375,72.12713872470704,4241000,1683.2789001464844
2019-12-09,PEG,0,514.0,0,58.02000045776367,27.654475628877208,1839200,0
2019-12-26,BKNG,9,0,16.0,2058.2300415039062,72.62783694347942,182600,3492.880859375
2019-12-26,KMX,0,344.0,0,88.6400032043457,28.146690330810486,1706800,0
2019-12-30,AMZN,9,0,15.0,1862.3099975585938,64.51947656799587,3674700,1330.8746337890625
2019-12-30,DRI,0,279.0,0,108.24499893188477,35.28399473686797,1478600,0
